parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=ta ultimaPalavraA=lci primeiraPalavraB=fic ultimaPalavraB=temp mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=fic ultimaPalavraA=temp primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=flw ultimaPalavraA=oq primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=vei ultimaPalavraA=vei primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=aff ultimaPalavraA=lci primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=envi ultimaPalavraA=email primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=n ultimaPalavraA=ai primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=já ultimaPalavraA=foi primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=ueh ultimaPalavraA=ueh primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA= ultimaPalavraA= primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=monitor ultimaPalavraA=aul primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=to ultimaPalavraA=to primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=ta ultimaPalavraA=lci primeiraPalavraB=huun ultimaPalavraB=huun mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=carlaa ultimaPalavraB=carlaa mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=oie ultimaPalavraB=oie mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=oie ultimaPalavraB=oie mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=vc ultimaPalavraA=tb primeiraPalavraB=vc ultimaPalavraB=tb mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=vc ultimaPalavraB=tb mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=vc ultimaPalavraB=tb mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=mand ultimaPalavraA=tb primeiraPalavraB=mand ultimaPalavraB=tb mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=vc ultimaPalavraA=tb primeiraPalavraB=mand ultimaPalavraB=tb mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=mand ultimaPalavraB=tb mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=mand ultimaPalavraB=tb mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=blz ultimaPalavraA=senh primeiraPalavraB=blz ultimaPalavraB=senh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=mand ultimaPalavraA=tb primeiraPalavraB=blz ultimaPalavraB=senh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=vc ultimaPalavraA=tb primeiraPalavraB=blz ultimaPalavraB=senh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=blz ultimaPalavraB=senh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=blz ultimaPalavraB=senh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=ah ultimaPalavraA=mand primeiraPalavraB=ah ultimaPalavraB=mand mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=blz ultimaPalavraA=senh primeiraPalavraB=ah ultimaPalavraB=mand mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=mand ultimaPalavraA=tb primeiraPalavraB=ah ultimaPalavraB=mand mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=vc ultimaPalavraA=tb primeiraPalavraB=ah ultimaPalavraB=mand mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=ah ultimaPalavraB=mand mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=ah ultimaPalavraB=mand mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=rsrsrs ultimaPalavraA=chov primeiraPalavraB=rsrsrs ultimaPalavraB=chov mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=ah ultimaPalavraA=mand primeiraPalavraB=rsrsrs ultimaPalavraB=chov mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=blz ultimaPalavraA=senh primeiraPalavraB=rsrsrs ultimaPalavraB=chov mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=mand ultimaPalavraA=tb primeiraPalavraB=rsrsrs ultimaPalavraB=chov mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=vc ultimaPalavraA=tb primeiraPalavraB=rsrsrs ultimaPalavraB=chov mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=rsrsrs ultimaPalavraB=chov mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=rsrsrs ultimaPalavraB=chov mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=xi ultimaPalavraA=tranc primeiraPalavraB=xi ultimaPalavraB=tranc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=rsrsrs ultimaPalavraA=chov primeiraPalavraB=xi ultimaPalavraB=tranc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=ah ultimaPalavraA=mand primeiraPalavraB=xi ultimaPalavraB=tranc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=blz ultimaPalavraA=senh primeiraPalavraB=xi ultimaPalavraB=tranc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=mand ultimaPalavraA=tb primeiraPalavraB=xi ultimaPalavraB=tranc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=vc ultimaPalavraA=tb primeiraPalavraB=xi ultimaPalavraB=tranc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=xi ultimaPalavraB=tranc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=xi ultimaPalavraB=tranc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=nom ultimaPalavraA=neh primeiraPalavraB=nom ultimaPalavraB=neh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=xi ultimaPalavraA=tranc primeiraPalavraB=nom ultimaPalavraB=neh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=rsrsrs ultimaPalavraA=chov primeiraPalavraB=nom ultimaPalavraB=neh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=ah ultimaPalavraA=mand primeiraPalavraB=nom ultimaPalavraB=neh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=blz ultimaPalavraA=senh primeiraPalavraB=nom ultimaPalavraB=neh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=mand ultimaPalavraA=tb primeiraPalavraB=nom ultimaPalavraB=neh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=vc ultimaPalavraA=tb primeiraPalavraB=nom ultimaPalavraB=neh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=nom ultimaPalavraB=neh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=nom ultimaPalavraB=neh mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=xi.nao ultimaPalavraA=pq primeiraPalavraB=xi.nao ultimaPalavraB=pq mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=nom ultimaPalavraA=neh primeiraPalavraB=xi.nao ultimaPalavraB=pq mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=xi ultimaPalavraA=tranc primeiraPalavraB=xi.nao ultimaPalavraB=pq mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=rsrsrs ultimaPalavraA=chov primeiraPalavraB=xi.nao ultimaPalavraB=pq mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=ah ultimaPalavraA=mand primeiraPalavraB=xi.nao ultimaPalavraB=pq mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=blz ultimaPalavraA=senh primeiraPalavraB=xi.nao ultimaPalavraB=pq mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=mand ultimaPalavraA=tb primeiraPalavraB=xi.nao ultimaPalavraB=pq mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=vc ultimaPalavraA=tb primeiraPalavraB=xi.nao ultimaPalavraB=pq mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=xi.nao ultimaPalavraB=pq mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=xi.nao ultimaPalavraB=pq mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=to ultimaPalavraA=sit primeiraPalavraB=to ultimaPalavraB=sit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=xi.nao ultimaPalavraA=pq primeiraPalavraB=to ultimaPalavraB=sit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=nom ultimaPalavraA=neh primeiraPalavraB=to ultimaPalavraB=sit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=xi ultimaPalavraA=tranc primeiraPalavraB=to ultimaPalavraB=sit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=rsrsrs ultimaPalavraA=chov primeiraPalavraB=to ultimaPalavraB=sit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=ah ultimaPalavraA=mand primeiraPalavraB=to ultimaPalavraB=sit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=blz ultimaPalavraA=senh primeiraPalavraB=to ultimaPalavraB=sit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=mand ultimaPalavraA=tb primeiraPalavraB=to ultimaPalavraB=sit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=vc ultimaPalavraA=tb primeiraPalavraB=to ultimaPalavraB=sit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=to ultimaPalavraB=sit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=to ultimaPalavraB=sit mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=vlw ultimaPalavraA=sei primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=to ultimaPalavraA=sit primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=xi.nao ultimaPalavraA=pq primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=nom ultimaPalavraA=neh primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=xi ultimaPalavraA=tranc primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=rsrsrs ultimaPalavraA=chov primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=ah ultimaPalavraA=mand primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=blz ultimaPalavraA=senh primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=mand ultimaPalavraA=tb primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=vc ultimaPalavraA=tb primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=vlw ultimaPalavraB=sei mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=to ultimaPalavraA=bjos primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=vlw ultimaPalavraA=sei primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=to ultimaPalavraA=sit primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=xi.nao ultimaPalavraA=pq primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=nom ultimaPalavraA=neh primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=4 primeiraPalavraA=xi ultimaPalavraA=tranc primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=5 primeiraPalavraA=rsrsrs ultimaPalavraA=chov primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=6 primeiraPalavraA=ah ultimaPalavraA=mand primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=7 primeiraPalavraA=blz ultimaPalavraA=senh primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=8 primeiraPalavraA=mand ultimaPalavraA=tb primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=9 primeiraPalavraA=vc ultimaPalavraA=tb primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=10 primeiraPalavraA=oie ultimaPalavraA=oie primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=11 primeiraPalavraA=carlaa ultimaPalavraA=carlaa primeiraPalavraB=to ultimaPalavraB=bjos mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=dieg ultimaPalavraA=dieg primeiraPalavraB=dieg ultimaPalavraB=dieg mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=oi ultimaPalavraA=oi primeiraPalavraB=oi ultimaPalavraB=oi mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=dieg ultimaPalavraA=dieg primeiraPalavraB=oi ultimaPalavraB=oi mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=ai ultimaPalavraA=ontem primeiraPalavraB=ai ultimaPalavraB=ontem mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=oi ultimaPalavraA=oi primeiraPalavraB=ai ultimaPalavraB=ontem mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=dieg ultimaPalavraA=dieg primeiraPalavraB=ai ultimaPalavraB=ontem mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=-1 primeiraPalavraA=sim ultimaPalavraA=sim primeiraPalavraB=sim ultimaPalavraB=sim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=ai ultimaPalavraA=ontem primeiraPalavraB=sim ultimaPalavraB=sim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=oi ultimaPalavraA=oi primeiraPalavraB=sim ultimaPalavraB=sim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=dieg ultimaPalavraA=dieg primeiraPalavraB=sim ultimaPalavraB=sim mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=gost ultimaPalavraA=la primeiraPalavraB=gost ultimaPalavraB=la mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=sim ultimaPalavraA=sim primeiraPalavraB=gost ultimaPalavraB=la mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=1 primeiraPalavraA=ai ultimaPalavraA=ontem primeiraPalavraB=gost ultimaPalavraB=la mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=oi ultimaPalavraA=oi primeiraPalavraB=gost ultimaPalavraB=la mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=dieg ultimaPalavraA=dieg primeiraPalavraB=gost ultimaPalavraB=la mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=-1 primeiraPalavraA=chegu ultimaPalavraA=vc primeiraPalavraB=chegu ultimaPalavraB=vc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=0 primeiraPalavraA=gost ultimaPalavraA=la primeiraPalavraB=chegu ultimaPalavraB=vc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-true numeroMsgsEntreAeB=1 primeiraPalavraA=sim ultimaPalavraA=sim primeiraPalavraB=chegu ultimaPalavraB=vc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=2 primeiraPalavraA=ai ultimaPalavraA=ontem primeiraPalavraB=chegu ultimaPalavraB=vc mensagemATemNomeB=false mensagemBTemNomeA=false ?
parAdjacencia-false numeroMsgsEntreAeB=3 primeiraPalavraA=oi ultimaPalavraA=oi primeiraPalavraB=chegu ultimaPalavraB=vc mensagemATemNomeB=false mensagemBTemNomeA=false ?
